line,title,author,cited_num,relate,reverse_relate
"Status of mRNA editing and SL RNA trans-splicing group Oxyrrhis, Noctiluca, Heterocapsa, and Amphidinium as basal lineages of dinoflagellates.","… ‐LEADER RNA TRANS‐SPLICING GROUPS OXYRRHIS, NOCTILUCA, HETEROCAPSA, AND AMPHIDINIUM AS BASAL LINEAGES OF DINOFLAGELLATES",H Zhang S Lin,33,5.26%,7.14%
Development of a PNA probe for the detection of the toxic dinoflagellate Takayama pulchellum.,Development of a PNA probe for the detection of the toxic dinoflagellate Takayama pulchella,S Lin,12,92.86%,92.86%
Use of molecular markers for early warning detection of harmful algal blooms,Use of molecular markers for early warning detection of harmful algal blooms,S Lin,5,100.00%,100.00%
"Bioremediation efficiency in the removal of dissolved inorganic nutrients by the red seaweed, Porphyra yezoensis, cultivated in the open sea","Bioremediation efficiency in the removal of dissolved inorganic nutrients by the red seaweed, Porphyra yezoensis, cultivated in the open sea",S Lin C Yarish,65,100.00%,100.00%
A three-gene dinoflagellate phylogeny suggests monophyly ofProrocentrales and a basal position for Amphidinium and Heterocapsa,A three-gene dinoflagellate phylogeny suggests monophyly of prorocentrales and a basal position for Amphidinium and Heterocapsa,H Zhang D Bhattacharya S Lin,82,93.33%,87.50%
Spliced leader RNA trans-splicing in dinoflagellates.,Spliced leader RNA trans-splicing in dinoflagellates,H Zhang Y Hou L Miranda,227,83.33%,83.33%
Stimulation of Pfiesteria piscicida (Dinophyceae) growth by animal sera. J. Xiamen Univ.,Stimulation of Pfiesteria piscicida (Dinophyceae) Growth by Animal Sera,,0,50.00%,66.67%
Development of a dinoflagellate-oriented PCR primer set leads to the detection of picoplanktonic dinoflagellates from Long Island Sound,Development of a dinoflagellate-oriented PCR primer set leads to detection of picoplanktonic dinoflagellates from Long Island Sound,S Lin H Zhang Y Hou L Miranda,61,94.44%,100.00%
Low abundance distribution and of Pfiesteria piscicida in Pacific and Western Atlantic as detected by mtDNA-18S rDNA Real-Time PCR.,Low abundance distribution of Pfiesteria piscicida in Pacific and Western Atlantic as detected by mtDNA-18S rDNA real-time polymerase chain reaction,S Lin H Zhang,30,84.21%,85.00%
Potential utility of mitochondrial cytochrome b and its mRNA editing in resolving closely related dinoflagellates: a case study of Prorocentrum (Dinophyceae).,Potential utility of mitochondrial cytochrome b and its mRNA editing in resolving closely related dinoflagellates: a case study of Prorocentrum (Dinophyceae),S Lin H Zhang N Jiao,26,95.24%,95.24%
The Smallest dinoflagellate genome is yet to be found: A comment on LaJeunesse et al. “Symbiodinium (Pyrrhophyta) genome sizes (DNA content) are smallest among dinoflagellates,Symbiodinium (Pyrrhophyta) genome sizes (DNA content) are smallest among dinoflagellates,TC LaJeunesse,154,36.00%,100.00%
Isolation and characterization of PCNA from the dinoflagellate Pfiesteria piscicida.,Isolation and characterization of proliferating cell nuclear antigen from the dinoflagellate Pfiesteria piscicida,H Zhang Y Hou S Lin,54,80.00%,61.54%
Development of a cob-18S rDNA Real-Time PCR assay for quantifying Pfiesteria shumwayae in the natural environment,Development of a cob-18S rRNA gene real-time PCR assay for quantifying Pfiesteria shumwayae in the natural environment,H Zhang S Lin,67,87.50%,82.35%
Isolation of mitochondrial cytochrome b gene and development of a Real-Time quantitative PCR technique for detecting Neoparamoeba aestuarina.,Isolation of mitochondrial cytochrome b gene and development of a real-time quantitative PCR assay for detecting Neoparamoeba aestuarina,S Lin H Zhang,1,83.33%,83.33%
Phylogeny of Dinoflagellates Based on Mitochondrial Cytochrome b and Nuclear Small Subunit rDNA Sequence Comparisons.,Phylogeny of dinoflagellates based on mitochondrial cytochrome b and nuclear small subunit rDNA sequence comparisons,H Zhang D Bhattacharya S Lin,121,40.00%,40.00%
Intense grazing and prey-dependent growth of Pfiesteria piscicida (Dinophyceae).,INTENSE GRAZING AND PREY‐DEPENDENT GROWTH OF PFIESTERIA PISCICIDA (DINOPHYCEAE),S Lin H Zhang,23,0.00%,0.00%
The marine planktonic ciliates that prey on macroalgae and enslave their chloroplasts,Marine planktonic ciliates that prey on macroalgae and enslave their chloroplasts,GB McManus H Zhang S Lin,33,83.33%,90.91%
Complex gene structure of the form II Rubisco in the dinoflagellate Prorocentrum minimum (dinophyceae).,Complex gene structure of the form II RUBISCO in the dinoflagellate Prorocentrum minimum (Dinophyceae),H Zhang S Lin,52,85.71%,85.71%
Development of an immunofluorescence technique for detecting Pfiesteria piscicida.,Development of an immunofluorescence technique for detecting Pfiesteria piscicida,S Lin H Zhang,19,88.89%,88.89%
Mitogen-activated protein kinase (MAPK) in Pfiesteria piscicida and its growth rate-related expression.,Mitogen-activated protein kinase in Pfiesteria piscicida and its growth rate-related expression,S Lin H Zhang,21,83.33%,90.91%
Widespread and extensive editing of mitochondrial mRNAs in dinoflagellates.,Widespread and extensive editing of mitochondrial mRNAs in dinoflagellates,S Lin H Zhang,109,88.89%,88.89%
Detection and quantification of Pfiesteria piscicida by using the mitochondrial cytochrome b gene.,Detection and quantification of Pfiesteria piscicida by using the mitochondrial cytochrome b gene,H Zhang S Lin,66,92.31%,92.31%
Molecular cloning and expression of the Proliferating Cell Nuclear Antigen gene from the coccolithorid  Pleurochrysis carterae (Haptophyceae),Molecular cloning and expression of the proliferating cell nuclear antigen gene from the coccolithophorid Pleurochrysis carterae (Haptophyceae),S Lin PLAM Corstjens,19,66.67%,70.59%
Cytological and biochemical responses to iron stress in Dunaliella tertiolecta,"Cytological and biochemical responses of Dunaliella tertiolecta (Volvocales, Chlorophyta) to iron stress",S Lin CJ Gobler,12,90.00%,75.00%
"Coexistence of f-wave superconductivity, charge order, and spin antiferromagnetism around nonmag- netic impurities in Na0.33CoO2. 1.3H2O","Coexistence of -Wave Superconductivity, Charge Order, and Spin Antiferromagnetism around Nonmagnetic Impurities in ",,9,31.25%,38.46%
Local Entanglement and quantum phase transition in spin models,Local entanglement and quantum phase transition in spin models,,51,88.89%,88.89%
Phonon Effects on Spin-Charge Separation in One Dimension,Phonon effects on spin-charge separation in one dimension,CQ Wu,26,37.50%,37.50%
Study of the Ionic Peierls-Hubbard model using density matrix renormalization group methods,Study of the ionic Peierls-Hubbard model using density matrix renormalization group methods,YZ Zhang,5,91.67%,91.67%
Effect of Lattice Distortion on the Charge Order in Manganites at Doping x = 0:5,Effect of lattice distortion on charge order in manganites at doping x= 0.5,,4,33.33%,38.46%
Two-Dimensional Quarter-Filled Extended Hubbard Model at Strong Coupling,Two-dimensional quarter-filled extended Hubbard model at strong coupling,,0,25.00%,25.00%
Phase Separation in the Two-Dimensional Hubbard Model,Phase separation in the two-dimensional Hubbard model,,30,57.14%,57.14%
Electronically driven ferroelectricity in the extended Falicov-Kimball model,Electronically driven ferroelectricity in the extended Falicov-Kimball model,J BONČA CD Batista,1,100.00%,100.00%
Physical origin of the ferromagnetic ordering above room temperature in GaMnN nanowires,Physical origin of the ferromagnetic ordering above room temperature in GaMnN nanowires,,13,100.00%,100.00%
Neel order in a spatially anisotropic Heisenberg antiferromagnet with single-ion anisotropy,Néel order in a spatially anisotropic Heisenberg antiferromagnet with single-ion anisotropy,,2,90.91%,90.91%
Local electronic structure of a single magnetic impurity in superconducting NaxCoO2. yH2O,Local electronic structure of a single magnetic impurity in superconducting Na x CoO 2∙ y H 2 O,,0,83.33%,55.56%
Ground-state entanglement in the XXZ model,Ground-state entanglement in the  model,,91,83.33%,83.33%
Spectral function of the one-dimensional Holstein model at half filling,Spectral function of the one-dimensional Holstein model at half filling,CQ Wu,10,100.00%,100.00%
Entanglement and quantum phase transition in the extended Hubbard model,Entanglement and quantum phase transition in the extended Hubbard model,,359,100.00%,100.00%
The Phase Transition and and Ferrimagnetic Long-range Order in the Mixed-spin Heisenberg Model with Anisotropic Single-ion Interaction,Phase transition and ferrimagnetic long-range order in the mixed-spin Heisenberg model with single-ion anisotropy,,16,35.29%,50.00%
Entanglement of Heisenberg chain with the next-nearest-neighbor interaction,Entanglement of the Heisenberg chain with the next-nearest-neighbor interaction,,61,112.50%,88.89%
Ground state and excitations of a four-component femion model SU(4),Ground state and excitations of a four-component fermion model,,3,80.00%,88.89%
Investigating magnetic Properties by Quantum Monte Carlo Simulations,Investigating magnetic properties by quantum Monte Carlo simulations,CD Batista,1,62.50%,62.50%
Charge Ordering due to the Antiferromagnetic Correlation in the Quarter-Filled Manganites,Static and dynamical properties of the ferromagnetic Kondo model with direct antiferromagnetic coupling between the localized  electrons,,122,18.18%,11.11%
Effect of f-band dispersion on the magnetic properties of periodic Anderson lattice model,Effect of f-band dispersion on the magnetic properties of periodic Anderson lattice model,,3,100.00%,100.00%
Quantum Phase Transition in Double Triangular Layer,Quantum phase transition in double triangular layer,,0,28.57%,28.57%
Intermediate Coupling Theory of Electronic Ferroelectricity,Intermediate coupling theory of electronic ferroelectricity,CD Batista J Bonča,66,33.33%,33.33%
Variation of the Superconducting Transition Temperature of Hole-Doped Copper Oxides,Variation of the superconducting transition temperature of hole-doped copper oxides,XJ Chen,25,40.00%,40.00%
Phase diagram and quantum critical behavior of an integerable Kondo lattice model,Phase diagram and quantum critical behavior of an integrable Kondo lattice model,,0,91.67%,91.67%
"Entanglement, quantum phase transition, and scaling in the XXZ model","Entanglement, quantum phase transition, and scaling in the  chain",,247,80.00%,80.00%
Constructing Soluble Quantum Spin Models,Constructing soluble quantum spin models,,1,20.00%,20.00%
Spectral functions of the Falicov-Kimball model with electronic ferroelectricity,Spectral functions of the Falicov-Kimball model with electronic ferroelectricity,WG Yin CG Duan,9,100.00%,100.00%
Quanter-filled Extended Hubbard Model at Strong Coupling,Quarter-Filled Extended Hubbard Model at Strong Coupling,,0,85.71%,85.71%
Exact solution of XXZ chain with unparallel boundary fields,Exact solution of XXZ spin chain with unparallel boundary fields,,182,100.00%,90.00%
Excited-state level crossing and quantum phase transition in one-dimensional correlated fermion models,Excited-state level crossing and quantum phase transition in one-dimensional correlated fermion models,,32,100.00%,100.00%
Inducement of bond order wave due to electron correlation in one dimension,Inducement of bond-order wave due to electron correlation in one dimension,YZ Zhang CQ Wu,37,83.33%,90.91%
"Electronic structure of heavy fermion superconductor CeMIn5 (M=C0,Rh,Ir)","Electronic structure of heavy fermion superconductor  (M=Co,Rh,Ir)",,14,75.00%,75.00%
DMRG study of a 1D ionic SSH-Hubbard model for Charge-transfer salt,[CITATION][C] DMRG study of a 1D ionic SSH-Hubbard model for Charge-transfer salt,YZ Zhang HQ Lin,0,100.00%,91.67%
