line,title,author,cited_num,relate,reverse_relate
A RPCL-based Approach for Markov Model Identification with Unknown State Number,An RPCL-based approach for Markov model identification with unknown state number,YM Cheung L Xu,11,36.36%,36.36%
Asymptotic Convergence Rate of the EM Algorithm for Gaussian Mixtures,Asymptotic convergence rate of the EM algorithm for Gaussian mixtures,L Xu MI Jordan,77,60.00%,60.00%
"BYY Learning System and Theory for Parameter Estimation, Data Smoothing Based Regularization and Model Selection","BYY learning system and theory for parameter estimation, data smoothing based regularization and model selection",L Xu,9,26.67%,26.67%
"Temporal BYY Learning for State Space Approach, Hidden Markov Model and Blind Source Separation","Temporal BYY learning for state space approach, hidden Markov model, and blind source separation",L Xu,81,35.71%,35.71%
A Global Reference for Fetal/Birth Weight Percentiles,Birth weight in relation to morbidity and mortality among newborn infants,,1004,0.00%,0.00%
Respiratory Morbidity in Late Preterm Births,Respiratory morbidity in late preterm births,,339,33.33%,33.33%
Medical abortion and the risk of subsequent adverse pregnancy outcomes,Medical abortion and the risk of subsequent adverse pregnancy outcomes,,117,100.00%,100.00%
A comparison of medical management with misoprostol and surgical management for early pregnancy failure,A comparison of medical management with misoprostol and surgical management for early pregnancy failure,,198,100.00%,100.00%
What’s the relative risk? A method of correcting the odds ratio in cohort studies of common outcomes,What's the relative risk?: A method of correcting the odds ratio in cohort studies of common outcomes,,2625,88.24%,88.24%
On the Effectiveness of CRGT cooling as a severe accident management measure for BWRs,On the Effectiveness of CRGT cooling as a severe accident management measure for BWRs,,2,100.00%,100.00%
Spectrum and radial decay of runaway electrons in a disruption at TEXTOR,Spectrum and radial decay of runaway electrons in a disruption at TEXTOR,,0,100.00%,100.00%
Observations of plasma response to RMP using fast movable magnetic probe on TEXTOR,Observations of plasma response to RMP using fast movable magnetic probe on TEXTOR,,0,100.00%,100.00%
Rapid detection of Staphylococcus aureus using quantum dots as fluorescent labels,Detection of Staphylococcus Aureus using quantum dots as fluorescence labels,,15,44.44%,40.00%
A QCM aptasensor for rapid and specific detection of avian influenza virus,QCM aptasensor for rapid and specific detection of avian influenza virus,,14,91.67%,100.00%
Nanoparticles based sensors for rapid detection of foodborne pathogens,Nanoparticles based sensors for rapid detection of foodborne pathogens,,5,100.00%,100.00%
Detection of acrylamide in potato chips using a fluorescent sensing method based on acrylamide polymerization-induced distance increase between quantum dots,Detection of acrylamide in potato chips using a fluorescent sensing method based on acrylamide polymerization-induced distance increase between quantum dots,Y Zhang Y Fu,15,100.00%,100.00%
Prediction of Listeria innocua in fully cooked chicken breast products during post-package hot water treatment,Prediction of Listeria innocua survival in fully cooked chicken breast products during postpackage thermal treatment,M Li Y Li,1,61.54%,53.33%
Inhibitory effects of chitosan coating combined with organic acids on Listeria monocytogenes in refrigerated ready-to-eat shrimps,Inhibitory effects of chitosan coating combined with organic acids on Listeria monocytogenes in refrigerated ready-to-eat shrimps,M Li Y Li,13,85.71%,75.00%
Hydrogel based QCM aptasensor for detection of avian influenza,Hydrogel based QCM aptasensor for detection of avian influenzavirus,,104,88.89%,88.89%
Selection and characterization of DNA aptamers for use in detection of avian influenza H5N1,Selection and characterization of DNA aptamers for use in detection of avian influenza virus H5N1,H Lu P Jiao,76,100.00%,93.33%
Modeling the thermo-ultrasound inactivation of Vibrio parahaemolyticus in shrimps,Modeling the Thermoultrasound Inactivation of Vibrio parahaemolyticus in Raw Peeled Shrimps,M Li Y Li,3,28.57%,18.18%
A predictive model for assessment of decontamination effect of latic acid and chitosan used in combination on Vibrio parahaemolyticus in shrimps,A predictive model for assessment of decontamination effects of lactic acid and chitosan used in combination on Vibrio parahaemolyticus in shrimps,M Li,10,84.21%,71.43%
A simple and rapid optical biosensor for detection of aflatoxin B1 based on competitive dispersion of gold nanorods,A simple and rapid optical biosensor for detection of aflatoxin B1 based on competitive dispersion of gold nanorods,,65,100.00%,100.00%
An amperometric sensor based on ionic liquid and carbon nanotube modified composite electrode for the determination of nitrite in milk,An amperometric sensor based on ionic liquid and carbon nanotube modified composite electrode for the determination of nitrite in milk,,56,100.00%,100.00%
A SPR aptasensor for detection of avian influenza virus H5N1,A SPR aptasensor for detection of avian influenza virus H5N1,H Bai H Lu,78,100.00%,100.00%
"Efficient separation and sensitive detection of Listeria monocytogenes using an impedance immunosensor based on magnetic nanoparticles, microfluidics and interdigitated microelectrod","Efficient separation and sensitive detection of Listeria monocytogenes using an impedance immunosensor based on magnetic nanoparticles, a microfluidic chip, and …",DA Kanayeva D Rhoads,21,66.67%,65.00%
Development of H5 subtype-specific monoclonal antibodies (MAb) and MAb-based assays for rapid detection of H5 avian influenza,Development of H5 subtype-specific monoclonal antibodies (MAb) and MAb-based assays for rapid detection of H5 avian influenza,H Lu,2,100.00%,100.00%
Rapid detection of avian influenza H5N1 virus using impedance measurement of immuno-reaction coupled with RBC amplification,Rapid detection of avian influenza H5N1 virus using impedance measurement of immuno-reaction coupled with RBC amplification,,51,100.00%,100.00%
A modified Weibull model for growth and survival of Listeria innocua and Salmonella Typhimurium in chicken breast during refrigerated and frozen storage,A modified Weibull model for growth and survival of Listeria innocua and Salmonella Typhimurium in chicken breasts during refrigerated and frozen storage,M Li Y Li,18,88.89%,68.18%
One-step and label-free detection of alpha-fetoprotein based on aggregation of gold nanorods,One-step and label-free detection of alpha-fetoprotein based on aggregation of gold nanorods,,18,100.00%,100.00%
Electrochemical aptasensor for the detection of tetracycline with multi-walled carbon nanotubes amplification,Electrochemical aptasensor for the detection of tetracycline with multi-walled carbon nanotubes amplification,,73,100.00%,100.00%
Magnetic nanoparticles based magnetophoresis for efficient separation of foodborne pathogens,Magnetic nanoparticle based magnetophoresis for efficient separation of E. coli O157: H7,H Huang M Li,11,70.00%,58.33%
Evaluation of different micro/nanobeads used as amplifiers in a QCM immunosensor for more sensitive detection ofEscherichia coli O157:H7,Evaluation of different micro/nanobeads used as amplifiers in QCM immunosensor for more sensitive detection of E. coli O157: H7,Y Wang,58,88.24%,73.68%
Label-free capacitive immunosensor based on quartz crystal Au electrode for rapid and sensitive detection ofEscherichia coli O157:H7,Label-free capacitive immunosensor based on quartz crystal Au electrode for rapid and sensitive detection of Escherichia coli O157: H7,Y Feng,62,87.50%,73.68%
A nanobeads amplified QCM immunosensor for the detection of avian influenza virus H5N1,A nanobeads amplified QCM immunosensor for the detection of avian influenza virus H5N1,,72,100.00%,100.00%
A predictive model for the inactivation of Listeria innocua in cooked poultry products during postpackage pasteurization,A predictive model for the inactivation of Listeria innocua in cooked poultry products during postpackage pasteurization,M Li,9,85.71%,75.00%
Use of natural antimicrobials from a food safety perspective for control of Staphylococcus aureus,Use of natural antimicrobials from a food safety perspective for control of Staphylococcus aureus,M Li,14,100.00%,85.71%
Estimation of Evapotranspiration over the Terrestrial Ecosystems in China,Estimation of evapotranspiration over the terrestrial ecosystems in China,X Li S Liang G Yu X Cheng Y Chen,22,66.67%,66.67%
Land cover classification of finer resolution remote sensing data integrating temporal features from time series coarser resolution data,Land cover classification of finer resolution remote sensing data integrating temporal features from time series coarser resolution data,S Liang,41,100.00%,100.00%
Estimating the optimal broadband emissivity spectral range for calculating surface longwave net radiation,Estimating the optimal broadband emissivity spectral range for calculating surface longwave net radiation,J Cheng S Liang,36,100.00%,100.00%
Empirical Algorithms to Map Global Broadband Emissivities over Vegetated Surfaces,Empirical algorithms to map global broadband emissivities over vegetated surfaces,H Ren S Liang G Yan J Cheng,17,30.00%,30.00%
MODIS-driven estimation of terrestrial latent heat flux in China based on a modified Priestley -Taylor algorithm,MODIS-driven estimation of terrestrial latent heat flux in China based on a modified Priestley–Taylor algorithm,S Liang J Cheng JB Fisher,57,87.50%,93.33%
Wheat grain Cd concentration and uptake as affected by timing of fertilizer N application,Wheat grain Cd concentration and uptake as affected by timing of fertilizer N application,X Li S Liang,2,100.00%,100.00%
Use of In Situ and Airborne Multiangle Data to Assess MODIS- and Landsat-Based Estimates of Directional Reflectance and Albedo,Use of in situ and airborne multiangle data to assess MODIS-and Landsat-based estimates of directional reflectance and albedo,MO Román Y Shuai,58,31.58%,38.89%
The Global Land Surface Satellite (GLASS) Remote Sensing Data Processing System and Products,The Global Land Surface Satellite (GLASS) remote sensing data processing system and products,S Liang,36,53.85%,53.85%
Assessment of the radiometric performance of Chinese HJ-1 satellite CCD instruments,Assessment of the radiometric performance of Chinese HJ-1 satellite CCD instruments,S Liang JR Townshend,22,100.00%,100.00%
Estimation of Gross Primary Production over the Terrestrial Ecosystems in China,Estimation of gross primary production over the terrestrial ecosystems in China,X Li S Liang X Cheng T Zhao,32,54.55%,54.55%
A statistics-based temporal filter algorithm to map spatiotemporally continuous shortwave albedo from MODIS data,A statistics-based temporal filter algorithm to map spatiotemporally continuous shortwave albedo from MODIS data,NF Liu LZ Wang SL Liang,21,100.00%,100.00%
"Characterizing the Surface Radiation Budget over the Tibetan Plateau with Ground-measured, Reanalysis, and Remote Sensing Datasets. Part 1: Methodology","Characterizing the surface radiation budget over the Tibetan Plateau with ground‐measured, reanalysis, and remote sensing data sets: 2. Spatiotemporal …",Q Shi S Liang,15,42.11%,42.11%
