line,title,author,cited_num,relate,reverse_relate
Carrier-envelope phase-dependent atomic coherence and quantum beats,Carrier-envelope phase-dependent atomic coherence and quantum beats,Y Wu,113,100.00%,100.00%
Giant Kerr nonlinearities and solitons in a crystal of molecular magnets,Giant Kerr nonlinearities and solitons in a crystal of molecular magnets,Y Wu,166,100.00%,100.00%
Strong-coupling theory of periodically driven two-level systems,Strong-coupling theory of periodically driven two-level systems,Y Wu,162,100.00%,100.00%
Four-wave mixing in molecular magnets via electromagnetically induced transparency,Four-wave mixing in molecular magnets via electromagnetically induced transparency,Y Wu,136,100.00%,100.00%
Preparation of Schrödinger cat states in noncommutative space,Preparation of Schrödinger cat states in noncommutative space,Y Wu,33,100.00%,100.00%
Magic numbers and erratic level crossings of double-well Bose-Einstein condensates,Magic numbers and erratic level crossings of double-well Bose-Einstein condensates,Y Wu,26,100.00%,100.00%
Linear dependence of deformed two-photon quadrature operators on spatial noncommutative parameter,Linear dependence of deformed two-photon quadrature operators on spatial noncommutative parameter,Y Wu,7,100.00%,100.00%
Bragg diffraction of an atom laser by an optical standing wave,Bragg diffraction of an atom laser by an optical standing wave,Y Wu,5,100.00%,100.00%
Efficient approach to seek exact analytical solutions of periodically driven two-level systems,Efficient approach to seek exact analytical solutions of periodically driven two-level systems,X Yang,0,100.00%,100.00%
Ultra-slow Bright and Dark Optical Solitons in Cold Media,Ultra-slow Bright and Dark Optical Solitons in Cold Media,W Ying,12,100.00%,100.00%
Bose-Hubbard model on a ring: analytical results in a strong interaction limit and incommensurate filling,Bose-Hubbard model on a ring: analytical results in a strong interaction limit and incommensurate filling,Y Wu,10,100.00%,100.00%
"Electromagnetically induced transparency in V-, Λ-, and cascade-type schemes beyond steady-state analysis","Electromagnetically induced transparency in -, -, and cascade-type schemes beyond steady-state analysis",Y Wu,563,83.33%,83.33%
Two-color ultraslow optical solitons via four-wave mixing in cold-atom media,Two-color ultraslow optical solitons via four-wave mixing in cold-atom media,Y Wu,244,100.00%,100.00%
Achieving an ultra-slowly propagating maximally entangled state of two light beams via four-wave mixing in a double-Λ system,Achieving an ultra-slowly propagating maximally entangled state of two light beams via four-wave mixing in a double-Λ system,X Yang,52,100.00%,100.00%
Four-wave mixing via electron spin coherence in a quantum well waveguide,Four-wave mixing via electron spin coherence in a quantum well waveguide,X Yang,61,100.00%,100.00%
Fully quantized theory of four-wave mixing with bosonic matter waves,Fully quantized theory of four-wave mixing with bosonic matter waves,Y Wu,31,100.00%,100.00%
Analytical expression of efficiency for an ultraslow light four-wave mixing scheme,Analytical expression of efficiency for an ultraslow light four-wave mixing scheme,W Hua W Ying,9,100.00%,100.00%
Matched Ultra Slow Optical Solitons in Double-Λ Media,Matched Ultra Slow Optical Solitons in Double-Λ Media,W Ying,12,100.00%,100.00%
Ultraslow optical solitons in a cold four-state medium,Ultraslow optical solitons in a cold four-state medium,Y Wu,574,100.00%,100.00%
Ultraslow bright and dark optical solitons in a cold three-state medium,Ultraslow bright and dark optical solitons in a cold three-state medium,Y Wu,210,100.00%,100.00%
Achieving multifrequency mode entanglement with ultraslow multiwave mixing,Achieving multifrequency mode entanglement with ultraslow multiwave mixing,Y Wu,116,100.00%,100.00%
Ultraviolet single-photons on demand and entanglement of photons with a large frequency difference,Ultraviolet single-photons on demand and entanglement of photons with a large frequency difference,Y Wu,83,100.00%,100.00%
Efficient multiwave mixing in the ultraslow propagation regime and the role of multiphoton quantum destructive interference,Efficient multiwave mixing in the ultraslow propagation regime and the role of multiphoton quantum destructive interference,Y Wu,91,100.00%,100.00%
Highly efficient four-wave mixing in double-Λ system in ultraslow propagation regime,Highly efficient four-wave mixing in double- system in ultraslow propagation regime,Y Wu,463,90.91%,90.91%
Eigenstates and eigenenergies of four-wave-mixing models,Eigenstates and eigenenergies of four-wave-mixing models,Y Wu,45,100.00%,100.00%
Bright Solitons in an Atomic Tunnel Array with Either Attractive or Repulsive Atom–Atom Interactions,Bright Solitons in an Atomic Tunnel Array with Either Attractive or Repulsive Atom–Atom Interactions,W Ying,5,100.00%,100.00%
Analytical results for model describing interactions among three bosonic modes,Analytical results for model describing interactions among three bosonic modes,Y Wu,21,100.00%,100.00%
Steady-state population inversion by multiphoton electromagnetically induced transparency,Steady-state population inversion by multiphoton electromagnetically induced transparency,Y Wu,19,100.00%,100.00%
Eigenstates and spectrum for a class of models describing three-mode multiphoton processes,Eigenstates and spectrum for a class of models describing three-mode multiphoton processes,Y Wu,7,100.00%,100.00%
Large enhancement of four-wave mixing by suppression of photon absorption from electromagnetically induced transparency,Large enhancement of four-wave mixing by suppression of photon absorption from electromagnetically induced transparency,Y Wu,406,100.00%,100.00%
Analytical results for energy spectrum and eigenstates of a Bose-Einstein condensate in a Mott insulator state,Analytical results for energy spectrum and eigenstates of a Bose-Einstein condensate in a Mott insulator state,Y Wu,86,100.00%,100.00%
Efficient hyper-Raman scattering in resonant coherent media,Efficient hyper-Raman scattering in resonant coherent media,Y Wu,193,100.00%,100.00%
Exact eigenstates for a class of models describing two-mode multiphoton processes,Exact eigenstates for a class of models describing two-mode multiphoton processes,Y Wu,53,100.00%,100.00%
Quasiparticle Spectrum of Quantum Degenerate Fermi Gas in the Presence of Self-Consistent Magnetization Field,Quasiparticle spectrum of quantum degenerate Fermi gas in the presence of self-consistent magnetization field,W Ying,4,42.86%,42.86%
Novel formalism for energy eigenvalue problem with hamiltonian expressible as function of angular momentum,Novel formalism for energy eigenvalue problem with hamiltonian expressible as function of angular momentum,W Ying,4,100.00%,100.00%
