line,title,author,cited_num,relate,reverse_relate
Effects of gas flow rate on diamond deposition in a microwave plasma reactor,Effects of gas flow rate on diamond deposition in a microwave plasma reactor,R Sammynaiken,26,100.00%,100.00%
Field electron emission characteristics of diamond films with different grain morphologies,Field electron emission characteristics of diamond films with different grain morphologies,,14,100.00%,100.00%
Plasma-enhanced synthesis of diamond nanocone films,Plasma-enhanced synthesis of diamond nanocone films,A Hirose A Moewes,13,100.00%,100.00%
Bench test and preliminary results of vertical compact torus injection experiments on the STOR-M tokamak,Bench test and preliminary results of vertical compact torus injection experiments on the STOR-M tokamak,A Hirose,19,100.00%,100.00%
Synthesis of diamond films and nanotips through graphite etching,Synthesis of diamond films and nanotips through graphite etching,R Sammynaiken A Hirose,31,100.00%,100.00%
Simultaneous growth of well-aligned diamond and graphitic carbon nanostructures through graphite etching,Simultaneous growth of well-aligned diamond and graphitic carbon nanostructures through graphite etching,A Hirose,18,100.00%,100.00%
Observations of multiple magnetic islands in the core of a reversed field pinch.,Observations of multiple magnetic islands in the core of a reversed field pinch,P Piovesan,42,92.31%,92.31%
Improved confinement induced by tangential injection of compact torus into the Saskatchewan Torus-Modified (STORM) tokamak,Improved confinement induced by tangential injection of compact torus into the Saskatchewan Torus-Modified (STOR-M) tokamak,A Hirose,38,93.33%,93.33%
Selective growth of diamond and carbon nanostructures by hot filament chemical vapor deposition,Selective growth of diamond and carbon nanostructures by hot filament chemical vapor deposition,A Hirose,41,100.00%,100.00%
Tokamak-like confinement at a high beta and low toroidal field in the MST reversed field pinch,Tokamak-like confinement at a high beta and low toroidal field in the MST reversed field pinch,,69,100.00%,100.00%
"Band dispersion of MgB2, graphite and diamond from resonant inelastic scattering","Band dispersion of MgB2, graphite and diamond from resonant inelastic scattering",,18,100.00%,100.00%
Compact soft x-ray multichord camera: Design and initial operation,Compact soft x-ray multichord camera: Design and initial operation,R Pasqualotto,20,100.00%,100.00%
"Soft-x-ray emission, plasma equilibrium, and fluctuation studies on Madison Symmetric Torus","Soft-x-ray emission, plasma equilibrium, and fluctuation studies on Madison Symmetric Torus",,5,100.00%,100.00%
Growth mechanism and orientation control of well-aligned carbon nanotubes,Growth mechanism and orientation control of well-aligned carbon nanotubes,AK Singh,64,100.00%,100.00%
Experimental demonstration of tokamak fuelling by compact toroid injection,Experimental demonstration of tokamak fuelling by compact toroid injection,,55,100.00%,100.00%
Role of parallel flow in the improved mode on the STOR-M tokamak.,Role of parallel flow in the improved mode on the STOR-M tokamak,A Hirose,39,91.67%,91.67%
Trajectory of a compact toroid tangentially injected into a tokamak,Trajectory of a compact toroid tangentially injected into a tokamak,A Hirose,14,100.00%,100.00%
Plasma-assisted syntheses of diamond films and nanotubes,Plasma-assisted syntheses of diamond films and nanotubes,W Chen A Moewes,0,100.00%,100.00%
The Role of Plasma Biasing in the H-Modes in the STORM Tokamak,The Role of Plasma Biasing in the H‐Modes in the STOR‐M Tokamak,A Hirose,8,83.33%,83.33%
Experiments on the current rampdown phase in the STOR-M tokamak for AC operation,Experiments on the current rampdown phase in the STOR-M tokamak for AC operation,A Hirose,15,100.00%,100.00%
Feedback control experiments on 1.0 and 1.5 cycle ac operations in the STOR-M tokamak,Feedback control experiments on 1.0 and 1.5 cycle ac operations in the STOR-M tokamak,,19,100.00%,100.00%
Nonlinear Radial Correlation of Electrostatic Fluctuations in the STORM Tokamak,Nonlinear Radial Correlation of Electrostatic Fluctuations in the STOR-M Tokamak,A Hirose,3,90.00%,90.00%
Tangential compact torus injection into STORM,Tangential compact torus injection into STOR-M,A Hirose,0,83.33%,83.33%
Alternating current plasma operation in the STORM tokamak,Alternating current plasma operation in the STOR-M tokamak,L Zhang W Zhang,21,87.50%,87.50%
Control of the floating potential fluctuations via limiter biasing in the Saskatchewan Torus‐Modified (STOR‐M) tokamak,Control of the floating potential fluctuations via limiter biasing in the Saskatchewan Torus‐Modified (STOR‐M) tokamak,A Hirose,14,100.00%,100.00%
Measurement of Plasma Rotation Velocities with Electrode Biasing in the STOR-M Tokamak,Measurement of plasma rotation velocities with electrode biasing in the Saskatchewan Torus‐Modified (STOR‐M) tokamak,A Hirose,32,41.67%,35.71%
Control of the Floating Potential Fluctuations via the Limiter Biasing in the STOR-M Tokamak,Control of the floating potential fluctuations via limiter biasing in the Saskatchewan Torus‐Modified (STOR‐M) tokamak,A Hirose,14,42.86%,46.67%
Measurement of plasma rotation velocities with electrode biasing in the Saskatchewan Torus-Modified (STORM) tokamak,Measurement of plasma rotation velocities with electrode biasing in the Saskatchewan Torus‐Modified (STOR‐M) tokamak,A Hirose,32,85.71%,85.71%
University Of Saskatchewan Compact Torus Injector,University Of Saskatchewan Compact Torus Injector,A Hirose,0,100.00%,100.00%
Limiter Biasing Experiments On The Storm Tokamak,Limiter biasing experiments on the STOR-M tokamak,A Hirose,0,14.29%,14.29%
Plasma autobiasing during Ohmic H‐mode in the STOR‐M tokamak,Plasma autobiasing during Ohmic H‐mode in the STOR‐M tokamak,A Hirose,20,100.00%,100.00%
Plasma auto-biasing during Ohmic H-mode in the STOR-M tokamak,Plasma autobiasing during Ohmic H‐mode in the STOR‐M tokamak,A Hirose,20,66.67%,66.67%
Edge plasma fluctuations in STOR-M,Edge plasma fluctuations in STOR-M,A Hirose,0,100.00%,100.00%
Etalon satellite laser ranging at Shanghai ObservatoryAAnS 33/3 (1992) 246–250,[CITATION][C] Etalon satellite laser ranging at Shanghai ObservatoryAAnS 33/3 (1992) 246–250,W Chen,0,100.00%,90.91%
Estimation of poloidal and radial correlation lengths of Tokamak edge turbulence using reflectometer back scattered power and 1D modelling,Estimation of poloidal and radial correlation lengths of Tokamak edge turbulence using reflectometer back scattered power and 1D modelling,A Hirose,0,100.00%,100.00%
Biasing Induced Improved Confinement in STOR-M,Confinement and profile changes induced by the presence of positive or negative radial electric fields in the edge of the TEXTOR tokamak,,221,33.33%,9.09%
Improved confinement and edge plasma fluctuations in the STORM tokamak,Improved confinement and edge plasma fluctuations in the STOR‐M tokamak,W Zhang,31,90.00%,90.00%
STOR-M Tokamak Program,STOR-M tokamak program,A Hirose,0,33.33%,33.33%
The microbial carbon pump and the oceanic recalcitrant dissolved organic matter pool.,The microbial carbon pump and the oceanic recalcitrant dissolved organic matter pool,N Jiao GJ Herndl DA Hansell R Benner,18,91.67%,91.67%
Novel lineages of Prochlorococcus and Synechococcus in the global oceans.,Novel lineages of Prochlorococcus and Synechococcus in the global oceans,SW Wilhelm N Jiao,86,90.00%,90.00%
Genome sequences of four Synechococcus siphoviruses: a new insight into the diversity of marine cyanophage.,Genomic sequence and evolution of marine cyanophage P60: a new insight on lytic and lysogenic phages,F Chen J Lu,162,33.33%,37.50%
Virus mediated redistribution and partitioning of carbon in the global oceans. pp. 54-55. In: Jiao et al. (ed). Microbial Carbon Pump in the Ocean.,Virus-mediated redistribution and partitioning of carbon in the global oceans,F Chen,23,33.33%,100.00%
Synchronicity between population structure and proteome profiles: A metaproteomic analysis of Chesapeake Bay bacterial communities. In: Frans J. de Bruijn (ed.).,Synchronicity between population structure and proteome profiles: a metaproteomic analysis of Chesapeake Bay bacterial communities,J Kan TE Hanson F Chen,1,61.90%,86.67%
Complete genome sequence of a marine roseophage provides evidence into the evolution of gene transfer agent in alphaproteobacteria.,Complete genome sequence of a marine roseophage provides evidence into the evolution of gene transfer agents in alphaproteobacteria,F Chen N Jiao,31,88.89%,88.89%
Microbial production of recalcitrant dissolved organic matter: long-term carbon storage in the global ocean.,Microbial production of recalcitrant dissolved organic matter: long-term carbon storage in the global ocean,N Jiao GJ Herndl DA Hansell R Benner,512,92.86%,92.86%
Shift of picocyanobacterial populations between winter and summer in Chesapeake Bay.,Shift of picocyanobacterial populations between winter and summer in Chesapeake Bay,N Jiao,0,90.91%,90.91%
Ubiquitous cyanobacterial podoviruses in the global oceans unveiled through viral DNA polymerase gene sequences.,Ubiquitous cyanobacterial podoviruses in the global oceans unveiled through viral DNA polymerase gene sequences,SW Wilhelm N Jiao F Chen,38,92.86%,92.86%
High diversity of Rhodobacterales in the sub-arctic North Atlantic Ocean and gene transfer agent protein expression in isolated strains.,High diversity of Rhodobacterales in the subarctic North Atlantic Ocean and gene transfer agent protein expression in isolated strains,F Chen,12,89.47%,89.47%
Searching for a “hidden” prophage in a marine bacterium.,Searching for a “hidden” prophage in a marine bacterium,,26,88.89%,88.89%
Detection of circular polarization in light scattered from photosynthetic microbes.,Detection of circular polarization in light scattered from photosynthetic microbes,,45,90.00%,90.00%
Genome sequences of two novel phages infecting marine roseobacters.,Genome sequences of two novel phages infecting marine roseobacters,N Jiao F Chen,46,88.89%,88.89%
Gene transfer agent (GTA) genes reveal diverse and dynamic Roseobacter and Rhodobacter populations in the Chesapeake Bay.,Gene transfer agent (GTA) genes reveal diverse and dynamic Roseobacter and Rhodobacter populations in the Chesapeake Bay,,37,94.12%,94.12%
Duccio Macchetto William Martin. 2009. Circular polarization in scattered light as a possible biomarker.,Circular polarization in scattered light as a possible biomarker,,41,57.14%,88.89%
Niche portioning of flavobacterial proteorhodopsin in the sea.,Photoheterotrophy in marine prokaryotes,MV Zubkov,42,12.50%,25.00%
The Construction and Analysis of Marker Gene Libraries,The construction and analysis of marker gene libraries,SM Short S Wilhelm,11,37.50%,37.50%
Diverse and dynamic populations of cyanobacterial podoviruses in the Chesapeake Bay unveiled through DNA polymerase gene sequences.,Diverse and dynamic populations of cyanobacterial podoviruses in the Chesapeake Bay unveiled through DNA polymerase gene sequences,F Chen,57,94.12%,94.12%
"Ultrastructural characterization of the lytic cycle of an intra-nuclear virus infecting the diatom Chaetoceros wighamii (Bacillariophyceae) from Chesapeake Bay, USA.","Ultrastructural characterization of the lytic cycle of an intranuclear virus infecting the diatom Chaetoceros cf. wighamii (bacillariophyceae) from Chesapeake Bay, USA",F Chen,24,85.00%,80.95%
Protein modifications related to phage resistance in a marine roseobacter.,[CITATION][C] Protein modifications related to phage resistance in a marine roseobacter,N Jiao RU Halden,11,90.00%,81.82%
Novel estuarine bacterioplankton in rRNA operon libraries from the Chesapeake Bay.,Novel estuarine bacterioplankton in rRNA operon libraries from the Chesapeake Bay,J Kan F Chen MT Suzuki,40,90.91%,90.91%
Abundance and expression of gene transfer agent (GTA) genes in marine bacterioplankton.,Occurrence and expression of gene transfer agent genes in marine bacterioplankton,EJ Biers,78,75.00%,81.82%
Prevalence of highly host-specific cyanophages in the estuarine environment.,Prevalence of highly host‐specific cyanophages in the estuarine environment,F Chen,82,77.78%,77.78%
